DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Galicia,2020,12533,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Galicia,2021,12159,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Galicia,2022,11465,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Principado de Asturias,2013,4029,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Principado de Asturias,2014,3529,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Principado de Asturias,2015,3902,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Principado de Asturias,2016,4173,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Principado de Asturias,2017,4336,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Principado de Asturias,2018,4107,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Principado de Asturias,2019,4065,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Principado de Asturias,2020,4260,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Principado de Asturias,2021,4530,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Principado de Asturias,2022,5166,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cantabria,2013,2996,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cantabria,2014,3229,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cantabria,2015,3202,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cantabria,2016,3240,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cantabria,2017,3002,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cantabria,2018,3074,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cantabria,2019,3000,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cantabria,2020,3467,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cantabria,2021,3631,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cantabria,2022,3566,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,País Vasco,2013,10589,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,País Vasco,2014,10728,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,País Vasco,2015,10935,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,País Vasco,2016,10875,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,País Vasco,2017,10806,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,País Vasco,2018,11040,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,País Vasco,2019,12300,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,País Vasco,2020,12267,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,País Vasco,2021,11426,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,País Vasco,2022,11465,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad Foral de Navarra,2013,2698,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad Foral de Navarra,2014,2197,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad Foral de Navarra,2015,2769,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad Foral de Navarra,2016,3175,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad Foral de Navarra,2017,3469,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad Foral de Navarra,2018,3274,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad Foral de Navarra,2019,3530,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad Foral de Navarra,2020,4206,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad Foral de Navarra,2021,4397,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad Foral de Navarra,2022,3599,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,La Rioja,2013,1764,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,La Rioja,2014,1664,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,La Rioja,2015,1602,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,La Rioja,2016,1610,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,La Rioja,2017,1534,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,La Rioja,2018,1307,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,La Rioja,2019,1100,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,La Rioja,2020,1033,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,La Rioja,2021,1099,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,La Rioja,2022,1167,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Aragón,2013,5194,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Aragón,2014,5229,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Aragón,2015,6102,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Aragón,2016,6470,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Aragón,2017,6537,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Aragón,2018,6207,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Aragón,2019,6665,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Aragón,2020,7667,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Aragón,2021,7263,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Aragón,2022,7132,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad de Madrid,2013,28149,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad de Madrid,2014,29262,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad de Madrid,2015,30335,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad de Madrid,2016,29880,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad de Madrid,2017,29016,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad de Madrid,2018,30110,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad de Madrid,2019,34800,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad de Madrid,2020,38433,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad de Madrid,2021,37577,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunidad de Madrid,2022,34794,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla y León,2013,10789,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla y León,2014,11197,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla y León,2015,11202,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla y León,2016,10680,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla y León,2017,10139,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla y León,2018,10941,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla y León,2019,11200,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla y León,2020,10533,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla y León,2021,9327,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla y León,2022,8898,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla-La Mancha,2013,6161,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla-La Mancha,2014,5762,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla-La Mancha,2015,6469,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla-La Mancha,2016,6375,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla-La Mancha,2017,6203,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla-La Mancha,2018,5807,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla-La Mancha,2019,5765,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla-La Mancha,2020,5667,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla-La Mancha,2021,5663,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Castilla-La Mancha,2022,6799,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Extremadura,2013,3595,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Extremadura,2014,3796,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Extremadura,2015,3802,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Extremadura,2016,3475,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Extremadura,2017,2735,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Extremadura,2018,2774,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Extremadura,2019,3265,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Extremadura,2020,3933,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Extremadura,2021,4397,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Extremadura,2022,4866,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cataluña,2013,31370,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cataluña,2014,29598,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cataluña,2015,26569,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cataluña,2016,24213,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cataluña,2017,26181,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cataluña,2018,30743,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cataluña,2019,37258,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cataluña,2020,35867,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cataluña,2021,32480,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Cataluña,2022,29695,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunitat Valenciana,2013,20547,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunitat Valenciana,2014,19295,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunitat Valenciana,2015,17535,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunitat Valenciana,2016,18475,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunitat Valenciana,2017,18710,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunitat Valenciana,2018,18640,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunitat Valenciana,2019,19660,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunitat Valenciana,2020,22667,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunitat Valenciana,2021,21787,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Comunitat Valenciana,2022,20064,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Illes Balears,2013,3196,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Illes Balears,2014,3197,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Illes Balears,2015,3269,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Illes Balears,2016,3475,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Illes Balears,2017,3268,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Illes Balears,2018,3574,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Illes Balears,2019,4400,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Illes Balears,2020,5933,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Illes Balears,2021,6996,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Illes Balears,2022,6532,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Andalucía,2013,21846,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Andalucía,2014,22895,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Andalucía,2015,24769,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Andalucía,2016,25680,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Andalucía,2017,27182,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Andalucía,2018,29040,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Andalucía,2019,31430,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Andalucía,2020,31200,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Andalucía,2021,32447,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Andalucía,2022,32894,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Región de Murcia,2013,5095,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Región de Murcia,2014,5795,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Región de Murcia,2015,6369,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Región de Murcia,2016,6440,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Región de Murcia,2017,6437,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Región de Murcia,2018,6640,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Región de Murcia,2019,6766,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Región de Murcia,2020,6367,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Región de Murcia,2021,5630,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Región de Murcia,2022,5166,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Ceuta,2013,329,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Ceuta,2014,230,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Ceuta,2015,399,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Ceuta,2016,605,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Ceuta,2017,667,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Ceuta,2018,707,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Ceuta,2019,765,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Ceuta,2020,733,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Ceuta,2021,633,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Ceuta,2022,433,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Melilla,2013,,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Melilla,2014,,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Melilla,2015,,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Melilla,2016,,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Melilla,2017,,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Melilla,2018,,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Melilla,2019,,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Melilla,2020,,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Melilla,2021,,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Ciudad de Melilla,2022,,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Canarias,2013,7094,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Canarias,2014,6700,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Canarias,2015,7035,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Canarias,2016,6910,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Canarias,2017,8038,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Canarias,2018,7574,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Canarias,2019,8765,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Canarias,2020,10000,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Canarias,2021,11293,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Canarias,2022,11665,e
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Finland,2013,14421.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Finland,2014,14693.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Finland,2015,14781.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Finland,2016,15085.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Finland,2017,15203.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Finland,2018,15315.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Finland,2019,15540.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Finland,2020,15783.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Finland,2021,15807.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Länsi-Suomi,2013,3241.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Länsi-Suomi,2014,3373.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Länsi-Suomi,2015,3381.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Länsi-Suomi,2016,3409.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Länsi-Suomi,2017,3407.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Länsi-Suomi,2018,3439.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Länsi-Suomi,2019,3522.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Länsi-Suomi,2020,3560.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Länsi-Suomi,2021,3618.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Helsinki-Uusimaa,2013,4981.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Helsinki-Uusimaa,2014,4939.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Helsinki-Uusimaa,2015,5072.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Helsinki-Uusimaa,2016,5172.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Helsinki-Uusimaa,2017,5206.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Helsinki-Uusimaa,2018,5303.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Helsinki-Uusimaa,2019,5351.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Helsinki-Uusimaa,2020,5445.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Helsinki-Uusimaa,2021,5461.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Etelä-Suomi,2013,2752.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Etelä-Suomi,2014,2820.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Etelä-Suomi,2015,2814.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Etelä-Suomi,2016,2916.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Etelä-Suomi,2017,3005.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Etelä-Suomi,2018,2982.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Etelä-Suomi,2019,3011.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Etelä-Suomi,2020,3082.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Etelä-Suomi,2021,3048.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Pohjois- ja Itä-Suomi,2013,3382.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Pohjois- ja Itä-Suomi,2014,3496.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Pohjois- ja Itä-Suomi,2015,3459.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Pohjois- ja Itä-Suomi,2016,3557.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Pohjois- ja Itä-Suomi,2017,3558.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Pohjois- ja Itä-Suomi,2018,3562.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Pohjois- ja Itä-Suomi,2019,3629.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Pohjois- ja Itä-Suomi,2020,3664.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Pohjois- ja Itä-Suomi,2021,3648.00,
ESTAT:HLTH_RS_PHYSREG(1.0),11/09/24 23:00:00,Annual,Number,Åland,2013,65.00,
